,index,Year,Name,CategoryName,SubCategoryName,ServicesIndex,AppliestoAllIndex,ResidentIndex,PaymentOutwardsIndex,ExchangeRateMeasuresIndex,NonResidentIndex,PaymentInwardsIndex,FinancialSectorIndex,CapitalAccountIndex,TradeInwardsIndex,TradeOutwardsIndex,GoodsIndex,ddExchangeRateMeasures,ddServices,ddGoods,ddFinancialSector,ddCapitalAccount,ddAppliestoAll,ddResident,ddNonResident,ddPaymentInwards,ddPaymentOutwards,ddTradeInwards,ddTradeOutwards,TotWeight,TotalIndex,ECLI
158,158,2016,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,INCOME,0.0,0.0,1.0,1.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,2.75,0.0,20.0,22.0,0.0,8.0,0.0,8.0,0.0,22.0,8.0,0.0,0.0,88.0,8.5,9.659090909090908
159,159,2016,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,OTHER SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.52,0.0,20.16,20.16,0.0,0.0,0.0,0.0,0.0,20.16,0.0,0.0,0.0,60.480000000000004,5.04,8.333333333333332
160,160,2016,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,TRAVEL,2.4,5.199999999999999,5.68,0.0,0.0,2.5999999999999996,8.35,0.0,0.0,1.4,3.8,9.46,0.0,56.72,75.28,0.0,0.0,30.400000000000002,48.8,15.200000000000001,73.28,0.0,11.200000000000001,19.200000000000003,330.0799999999999,38.89,11.781992244304414
161,161,2017,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,BANKING SUPERVISION REQUIREMENTS (PRUDENTIAL MEASU,0.0,2.66,2.66,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.42,0.0,0.0,16.16,0.0,0.0,21.28,21.28,0.0,21.28,0.0,0.0,0.0,80.0,10.4,13.0
162,162,2017,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,CAPITAL TRANSACTIONS,0.0,0.0,2.79,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,6.1,0.0,8.0,48.4,0.0,0.0,0.0,22.16,0.0,40.32,0.0,0.0,0.0,118.88,13.969999999999999,11.751345895020188
163,163,2017,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,COMMERCIAL BANKS AND OTHER CREDIT INSTITUTIONS,0.0,0.0,12.88,1.36,0.0,0.0,12.370000000000001,12.88,0.0,0.0,0.0,5.09,0.0,0.0,28.48,66.56,0.0,0.0,66.56,0.0,61.44,10.88,0.0,0.0,233.92000000000002,44.58,19.0577975376197
164,164,2017,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL INWARD,0.0,4.08,6.170000000000001,0.0,0.0,1.9200000000000002,6.51,0.0,1.9200000000000002,0.0,0.0,4.640000000000001,0.0,0.0,39.28,0.0,17.6,32.64,51.6,17.6,54.31999999999999,0.0,0.0,0.0,213.04,25.240000000000002,11.84754036800601
165,165,2017,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OTHER,0.0,0.0,3.04,0.0,0.0,0.0,6.6,0.0,3.04,0.0,0.0,6.87,0.0,40.72,56.88,0.0,32.32,0.0,32.32,0.0,60.72,0.0,0.0,0.0,222.95999999999998,19.55,8.76838894869035
166,166,2017,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OUTWARD,3.2,6.12,34.519999999999996,32.48,0.0,0.0,25.97,0.0,23.16,0.0,0.0,29.03,0.0,14.8,236.56,0.0,207.04000000000002,48.64,298.72,0.0,212.24,282.56,0.0,0.0,1300.56,154.48,11.877960263271206
167,167,2017,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,INSTITUTIONAL INVESTORS (PENSION FUNDS AND INSURAN,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.53,0.0,0.0,9.120000000000001,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,12.16,2.04,16.776315789473685
168,168,2017,Angola,EXCHANGE RATE MEASURES AND ARRANGEMENTS,EXCHANGE RATE REGIME,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,1.92,0.78,40.62500000000001
169,169,2017,Angola,EXPORTS AND EXPORT PROCEEDS,DOCUMENTATION REQUIREMENTS,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,18.4,0.0,0.0,0.0,18.4,0.0,18.4,0.0,0.0,0.0,55.199999999999996,6.8999999999999995,12.5
170,170,2017,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT LICENSING REQUIREMENTS,0.0,0.0,2.04,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,2.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,32.32,0.0,0.0,0.0,96.96000000000001,6.12,6.311881188118812
171,171,2017,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT TAXES ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
172,172,2017,Angola,EXPORTS AND EXPORT PROCEEDS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
173,173,2017,Angola,EXPORTS AND EXPORT PROCEEDS,OTHER EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.31,12.916666666666668
174,174,2017,Angola,EXPORTS AND EXPORT PROCEEDS,REPATRIATION REQUIREMENTS,0.0,0.0,2.08,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,2.08,0.0,0.0,64.64,0.0,0.0,0.0,64.64,0.0,64.64,0.0,0.0,0.0,193.92000000000002,6.24,3.217821782178218
175,175,2017,Angola,GOLD (COINS AND/OR BULLION),GOLD (COINS AND/OR BULLION),0.0,0.0,0.96,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.96,0.96,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,28.240000000000002,0.0,0.0,32.0,124.24000000000001,5.67,4.563747585318738
176,176,2017,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,DOCUMENTATION REQUIREMENTS,0.0,0.0,1.78,1.78,0.0,0.0,2.42,0.0,0.0,0.0,0.0,1.78,0.0,0.0,10.24,0.0,0.0,0.0,10.24,0.0,17.36,10.24,0.0,0.0,48.080000000000005,7.760000000000001,16.139767054908486
177,177,2017,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.480000000000004,0.0,0.0,0.0,56.480000000000004,7.09,12.553116147308781
178,178,2017,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,IMPORT LICENSING REQUIREMENTS,0.0,0.0,3.04,0.0,0.0,0.0,0.76,0.0,0.0,3.04,0.0,3.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,8.08,0.0,32.32,0.0,105.03999999999999,9.879999999999999,9.405940594059405
179,179,2017,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,OTHER IMPORTS,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.51,0.0,3.76,3.76,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,23.919999999999998,2.75,11.49665551839465
180,180,2017,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,CURRENT TRANSFERS,3.8,0.0,3.8,0.0,0.0,0.0,2.54,0.0,0.0,0.0,3.8,2.54,0.0,20.32,20.32,0.0,0.0,0.0,30.4,0.0,20.32,0.0,0.0,30.4,121.75999999999999,16.48,13.534822601839686
181,181,2017,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,INCOME,0.0,0.0,1.0,1.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,2.75,0.0,20.0,22.0,0.0,8.0,0.0,8.0,0.0,22.0,8.0,0.0,0.0,88.0,8.5,9.659090909090908
182,182,2017,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,OTHER SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.52,0.0,20.16,20.16,0.0,0.0,0.0,0.0,0.0,20.16,0.0,0.0,0.0,60.480000000000004,5.04,8.333333333333332
183,183,2017,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,TRAVEL,2.4,5.199999999999999,5.68,0.0,0.0,2.5999999999999996,8.35,0.0,0.0,1.4,3.8,9.46,0.0,56.72,75.28,0.0,0.0,30.400000000000002,48.8,15.200000000000001,73.28,0.0,11.200000000000001,19.200000000000003,330.0799999999999,38.89,11.781992244304414
184,184,2018,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,BANKING SUPERVISION REQUIREMENTS (PRUDENTIAL MEASU,0.0,2.66,2.66,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.42,0.0,0.0,16.16,0.0,0.0,21.28,21.28,0.0,21.28,0.0,0.0,0.0,80.0,10.4,13.0
185,185,2018,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,CAPITAL TRANSACTIONS,0.0,0.0,2.79,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,6.1,0.0,8.0,48.4,0.0,0.0,0.0,22.16,0.0,40.32,0.0,0.0,0.0,118.88,13.969999999999999,11.751345895020188
186,186,2018,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,COMMERCIAL BANKS AND OTHER CREDIT INSTITUTIONS,0.0,0.0,12.88,1.36,0.0,0.0,12.370000000000001,12.88,0.0,0.0,0.0,5.09,0.0,0.0,28.48,66.56,0.0,0.0,66.56,0.0,61.44,10.88,0.0,0.0,233.92000000000002,44.58,19.0577975376197
187,187,2018,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL INWARD,0.0,4.08,6.17,0.0,0.0,1.92,6.51,0.0,1.92,0.0,0.0,4.64,0.0,0.0,39.28,0.0,17.6,32.64,51.6,17.6,54.32,0.0,0.0,0.0,213.04,25.240000000000002,11.84754036800601
188,188,2018,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OTHER,0.0,0.0,3.04,0.0,0.0,0.0,6.6,0.0,3.04,0.0,0.0,6.87,0.0,40.72,56.88,0.0,32.32,0.0,32.32,0.0,60.72,0.0,0.0,0.0,222.95999999999998,19.55,8.76838894869035
189,189,2018,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OUTWARD,3.2,6.12,34.519999999999996,32.48,0.0,0.0,25.97,0.0,23.16,0.0,0.0,29.03,0.0,14.8,236.56,0.0,207.04000000000002,48.64,298.72,0.0,212.24,282.56,0.0,0.0,1300.56,154.48,11.877960263271206
190,190,2018,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,INSTITUTIONAL INVESTORS (PENSION FUNDS AND INSURAN,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.53,0.0,0.0,9.120000000000001,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,12.16,2.04,16.776315789473685
191,191,2018,Angola,EXCHANGE RATE MEASURES AND ARRANGEMENTS,EXCHANGE RATE REGIME,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,1.92,0.78,40.62500000000001
192,192,2018,Angola,EXPORTS AND EXPORT PROCEEDS,DOCUMENTATION REQUIREMENTS,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,18.4,0.0,0.0,0.0,18.4,0.0,18.4,0.0,0.0,0.0,55.199999999999996,6.8999999999999995,12.5
193,193,2018,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT LICENSING REQUIREMENTS,0.0,0.0,2.04,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,2.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,32.32,0.0,0.0,0.0,96.96000000000001,6.12,6.311881188118812
194,194,2018,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT TAXES ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
195,195,2018,Angola,EXPORTS AND EXPORT PROCEEDS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
196,196,2018,Angola,EXPORTS AND EXPORT PROCEEDS,OTHER EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.31,12.916666666666668
197,197,2018,Angola,EXPORTS AND EXPORT PROCEEDS,REPATRIATION REQUIREMENTS,0.0,0.0,2.08,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,2.08,0.0,0.0,64.64,0.0,0.0,0.0,64.64,0.0,64.64,0.0,0.0,0.0,193.92000000000002,6.24,3.217821782178218
198,198,2018,Angola,GOLD (COINS AND/OR BULLION),GOLD (COINS AND/OR BULLION),0.0,0.0,0.96,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.96,0.96,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,28.240000000000002,0.0,0.0,32.0,124.24000000000001,5.67,4.563747585318738
199,199,2018,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,DOCUMENTATION REQUIREMENTS,0.0,0.0,1.78,1.78,0.0,0.0,2.42,0.0,0.0,0.0,0.0,1.78,0.0,0.0,10.24,0.0,0.0,0.0,10.24,0.0,17.36,10.24,0.0,0.0,48.080000000000005,7.760000000000001,16.139767054908486
200,200,2018,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.480000000000004,0.0,0.0,0.0,56.480000000000004,7.09,12.553116147308781
201,201,2018,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,IMPORT LICENSING REQUIREMENTS,0.0,0.0,3.04,0.0,0.0,0.0,0.76,0.0,0.0,3.04,0.0,3.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,8.08,0.0,32.32,0.0,105.03999999999999,9.879999999999999,9.405940594059405
202,202,2018,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,OTHER IMPORTS,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.51,0.0,3.76,3.76,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,23.919999999999998,2.75,11.49665551839465
203,203,2018,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,CURRENT TRANSFERS,3.8,0.0,3.8,0.0,0.0,0.0,2.54,0.0,0.0,0.0,3.8,2.54,0.0,20.32,20.32,0.0,0.0,0.0,30.4,0.0,20.32,0.0,0.0,30.4,121.75999999999999,16.48,13.534822601839686
204,204,2018,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,INCOME,0.0,0.0,1.0,1.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,2.75,0.0,20.0,22.0,0.0,8.0,0.0,8.0,0.0,22.0,8.0,0.0,0.0,88.0,8.5,9.659090909090908
205,205,2018,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,OTHER SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.52,0.0,20.16,20.16,0.0,0.0,0.0,0.0,0.0,20.16,0.0,0.0,0.0,60.480000000000004,5.04,8.333333333333332
206,206,2018,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,TRAVEL,2.4,5.199999999999999,5.68,0.0,0.0,2.5999999999999996,8.35,0.0,0.0,1.4,3.8,9.46,0.0,56.72,75.28,0.0,0.0,30.400000000000002,48.8,15.200000000000001,73.28,0.0,11.200000000000001,19.200000000000003,330.0799999999999,38.89,11.781992244304414
207,207,2019,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,BANKING SUPERVISION REQUIREMENTS (PRUDENTIAL MEASU,0.0,2.66,2.66,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.42,0.0,0.0,16.16,0.0,0.0,21.28,21.28,0.0,21.28,0.0,0.0,0.0,80.0,10.4,13.0
208,208,2019,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,CAPITAL TRANSACTIONS,0.0,0.0,2.79,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,6.1,0.0,8.0,48.4,0.0,0.0,0.0,22.16,0.0,40.32,0.0,0.0,0.0,118.88,13.969999999999999,11.751345895020188
209,209,2019,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,COMMERCIAL BANKS AND OTHER CREDIT INSTITUTIONS,0.0,0.0,12.88,1.36,0.0,0.0,12.370000000000001,12.88,0.0,0.0,0.0,5.09,0.0,0.0,28.48,66.56,0.0,0.0,66.56,0.0,61.44,10.88,0.0,0.0,233.92000000000002,44.58,19.0577975376197
210,210,2019,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL INWARD,0.0,4.08,6.17,0.0,0.0,1.92,6.510000000000001,0.0,1.92,0.0,0.0,4.64,0.0,0.0,39.28,0.0,17.6,32.64,51.6,17.6,54.32,0.0,0.0,0.0,213.04,25.240000000000002,11.84754036800601
211,211,2019,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OTHER,0.0,0.0,3.04,0.0,0.0,0.0,6.6,0.0,3.04,0.0,0.0,6.87,0.0,40.72,56.88,0.0,32.32,0.0,32.32,0.0,60.72,0.0,0.0,0.0,222.95999999999998,19.55,8.76838894869035
212,212,2019,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OUTWARD,3.2,6.12,34.52,32.48,0.0,0.0,25.97,0.0,23.16,0.0,0.0,29.03,0.0,14.8,236.56,0.0,207.04,48.64,298.72,0.0,212.24,282.56,0.0,0.0,1300.56,154.48,11.877960263271206
213,213,2019,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,INSTITUTIONAL INVESTORS (PENSION FUNDS AND INSURAN,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.53,0.0,0.0,9.120000000000001,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,12.16,2.04,16.776315789473685
214,214,2019,Angola,EXCHANGE RATE MEASURES AND ARRANGEMENTS,EXCHANGE RATE REGIME,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,1.92,0.78,40.62500000000001
215,215,2019,Angola,EXPORTS AND EXPORT PROCEEDS,DOCUMENTATION REQUIREMENTS,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,18.4,0.0,0.0,0.0,18.4,0.0,18.4,0.0,0.0,0.0,55.199999999999996,6.8999999999999995,12.5
216,216,2019,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT LICENSING REQUIREMENTS,0.0,0.0,2.04,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,2.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,32.32,0.0,0.0,0.0,96.96000000000001,6.12,6.311881188118812
217,217,2019,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT TAXES ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
218,218,2019,Angola,EXPORTS AND EXPORT PROCEEDS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
219,219,2019,Angola,EXPORTS AND EXPORT PROCEEDS,OTHER EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.31,12.916666666666668
220,220,2019,Angola,EXPORTS AND EXPORT PROCEEDS,REPATRIATION REQUIREMENTS,0.0,0.0,2.08,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,2.08,0.0,0.0,64.64,0.0,0.0,0.0,64.64,0.0,64.64,0.0,0.0,0.0,193.92000000000002,6.24,3.217821782178218
221,221,2019,Angola,GOLD (COINS AND/OR BULLION),GOLD (COINS AND/OR BULLION),0.0,0.0,0.96,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.96,0.96,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,28.240000000000002,0.0,0.0,32.0,124.24000000000001,5.67,4.563747585318738
222,222,2019,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,DOCUMENTATION REQUIREMENTS,0.0,0.0,1.78,1.78,0.0,0.0,2.42,0.0,0.0,0.0,0.0,1.78,0.0,0.0,10.24,0.0,0.0,0.0,10.24,0.0,17.36,10.24,0.0,0.0,48.080000000000005,7.760000000000001,16.139767054908486
223,223,2019,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.480000000000004,0.0,0.0,0.0,56.480000000000004,7.09,12.553116147308781
224,224,2019,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,IMPORT LICENSING REQUIREMENTS,0.0,0.0,3.04,0.0,0.0,0.0,0.76,0.0,0.0,3.04,0.0,3.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,8.08,0.0,32.32,0.0,105.03999999999999,9.879999999999999,9.405940594059405
225,225,2019,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,OTHER IMPORTS,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.51,0.0,3.76,3.76,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,23.919999999999998,2.75,11.49665551839465
226,226,2019,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,CURRENT TRANSFERS,3.8,0.0,3.8,0.0,0.0,0.0,2.54,0.0,0.0,0.0,3.8,2.54,0.0,20.32,20.32,0.0,0.0,0.0,30.4,0.0,20.32,0.0,0.0,30.4,121.75999999999999,16.48,13.534822601839686
227,227,2019,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,INCOME,0.0,0.0,1.0,1.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,2.75,0.0,20.0,22.0,0.0,8.0,0.0,8.0,0.0,22.0,8.0,0.0,0.0,88.0,8.5,9.659090909090908
228,228,2019,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,OTHER SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.52,0.0,20.16,20.16,0.0,0.0,0.0,0.0,0.0,20.16,0.0,0.0,0.0,60.480000000000004,5.04,8.333333333333332
229,229,2019,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,TRAVEL,2.4,5.199999999999999,5.68,0.0,0.0,2.5999999999999996,8.35,0.0,0.0,1.4,3.8,9.46,0.0,56.72,75.28,0.0,0.0,30.400000000000002,48.8,15.200000000000001,73.28,0.0,11.200000000000001,19.200000000000003,330.0799999999999,38.89,11.781992244304414
230,230,2020,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,BANKING SUPERVISION REQUIREMENTS (PRUDENTIAL MEASU,0.0,2.66,2.66,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.42,0.0,0.0,16.16,0.0,0.0,21.28,21.28,0.0,21.28,0.0,0.0,0.0,80.0,10.4,13.0
231,231,2020,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,CAPITAL TRANSACTIONS,0.0,0.0,2.79,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,6.1,0.0,8.0,48.4,0.0,0.0,0.0,22.16,0.0,40.32,0.0,0.0,0.0,118.88,13.969999999999999,11.751345895020188
232,232,2020,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,COMMERCIAL BANKS AND OTHER CREDIT INSTITUTIONS,0.0,0.0,12.88,1.36,0.0,0.0,12.370000000000001,12.88,0.0,0.0,0.0,5.09,0.0,0.0,28.48,66.56,0.0,0.0,66.56,0.0,61.44,10.88,0.0,0.0,233.92000000000002,44.58,19.0577975376197
233,233,2020,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL INWARD,0.0,4.08,6.17,0.0,0.0,1.92,6.51,0.0,1.92,0.0,0.0,4.64,0.0,0.0,39.28,0.0,17.6,32.64,51.6,17.6,54.32,0.0,0.0,0.0,213.04,25.240000000000002,11.84754036800601
234,234,2020,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OTHER,0.0,0.0,3.04,0.0,0.0,0.0,6.6,0.0,3.04,0.0,0.0,6.87,0.0,40.72,56.88,0.0,32.32,0.0,32.32,0.0,60.72,0.0,0.0,0.0,222.95999999999998,19.55,8.76838894869035
235,235,2020,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OUTWARD,3.2,6.12,34.52,32.48,0.0,0.0,25.970000000000002,0.0,23.16,0.0,0.0,29.03,0.0,14.799999999999999,236.56,0.0,207.04000000000002,48.64,298.72,0.0,212.24,282.56,0.0,0.0,1300.56,154.48,11.877960263271206
236,236,2020,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,INSTITUTIONAL INVESTORS (PENSION FUNDS AND INSURAN,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.53,0.0,0.0,9.120000000000001,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,12.16,2.04,16.776315789473685
